,Location,Total salary,Average salary,occupation_name
1122,"Knox County (East) PUMA, TN",2065016825.0,44713.96634788855,Real estate brokers & sales agents
1828,"Rochester City (East) PUMA, NY",2063874470.0,42395.93667363624,Jewelers & precious stone & metal workers
2148,"Terrebonne Parish PUMA, LA",2063496705.0,42187.83430726026,Medical records specialists
181,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA, ID",2059245890.0,41557.12858826895,Postal service mail carriers
2198,"Tuscarawas & Harrison Counties PUMA, OH",2058196261.0,40841.75287228092,Other Sales Workers
1490,"Newark City (Southwest) PUMA, NJ",2058005569.0,40021.975372147346,Firstline supervisors of nonretail sales workers
1668,"Pennyrile Area Development District (North) PUMA, KY",2057374666.0,40070.124621815914,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other"
788,"Genesee & Orleans Counties PUMA, NY",2056104154.0,41794.41267181683,Management analysts
1581,"Oklahoma City (East Central) PUMA, OK",2054147458.0,39909.69459914679,"Packers & packagers, hand"
1589,"Omaha City (Northeast) PUMA, NE",2053535843.0,41579.33948172667,Facilities managers
1849,"Rural Oahu PUMA, HI",2053518670.0,40549.7269034256,General & operations managers
1996,"South Central Kansas PUMA, KS",2053320264.0,40746.292529041435,Painters & paperhangers
2003,"South Miami Heights PUMA, FL",2053122334.0,38570.88709858143,Automotive body & related repairers
1679,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA, MO",2047698227.0,41655.24586089762,Nuclear medicine technologists and medical dosimetrists
2005,"South Plains Association of Governments (Outside Lubbock County) PUMA, TX",2047427212.0,40873.83305183711,Bus & truck mechanics & diesel engine specialists
960,"Hoke, Richmond & Scotland Counties PUMA, NC",2043455447.0,39986.21854565059,"Heating, air conditioning, & refrigeration mechanics & installers"
165,"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804607)",2043257195.0,40232.79413486646,Billing & posting clerks
904,"Harrison, Upshur & Marion Counties PUMA, TX",2039254303.0,41884.557979326695,"Sales representatives of services, except advertising, insurance, financial services, and travel"
1965,"Shelby City PUMA, NC",2038806184.0,41698.179176422665,"Hotel, motel, & resort desk clerks"
1131,"LA City (Central/Koreatown) PUMA, CA",2036900583.0,40310.368305875396,"Interviewers, except eligibility & loan"
258,"Buffalo City (East) PUMA, NY",2034025997.0,39277.816281856,Firstline enlisted military supervisors
824,"Grant, Miami & Wabash Counties PUMA, IN",2033355579.0,39009.87021044177,Teaching assistants
2,"Ada City PUMA, OK",2029755692.0,41596.776380494426,Marketing managers
152,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties PUMA, MN",2029389270.0,42111.94213369637,Insurance sales agents
293,"Cape Girardeau, Scott & Bollinger Counties PUMA, MO",2028890828.0,39973.7705427717,Personal financial advisors
818,"Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, TX",2027672526.0,38641.47363961476,"Title examiners, abstractors, and searchers"
232,"Bristol City PUMA, TN",2026362923.0,44739.13193397806,Sewing machine operators
1735,"Polk County (South) PUMA, FL",2026238746.0,41830.40757871878,"Personal care & service workers, all other "
70,"Ashland City PUMA, OR",2024333921.0,44839.36365636357,Musicians and singers
1614,"Orlando City (Univ. of Central Florida) & Union Park PUMA, FL",2023249458.0,44961.63504541553,Credit analysts
1918,"Sanger, Reedley & Parlier Cities PUMA, CA",2017882545.0,41071.976408670125,Other healthcare practitioners & technical Occupations
334,"Cattaraugus & Allegany Counties PUMA, NY",2016081246.0,42233.41494415867,Special education teachers
280,"Caldwell & Nampa (South & West) Cities PUMA, ID",2013628143.0,41812.193048898436,Compliance officers
1529,"Northeast Albemarle Sound Region PUMA, NC",2012688240.0,41098.56895202863,"Miscellaneous agricultural workers, including animal breeders"
1682,"Phelan, Lake Arrowhead & Big Bear City PUMA, CA",2011801299.0,43034.10709749933,Pharmacy technicians
2021,"Southeast Kansas PUMA, KS",2010268502.0,41986.54940971927,"Food processing workers, all other"
2191,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA, CA",2009450056.0,38480.84608685188,Retail salespersons
1971,"Shreveport City (North) PUMA, LA",2008778432.0,42151.543693037085,Couriers & messengers
1768,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA, TN",2007713104.0,42143.762254071095,"Postal service mail sorters, processors, & processing machine operators"
1991,"South & Southeast Illinois PUMA, IL",2007591523.0,41712.430692985996,"Carpet, floor, & tile installers & finishers"
1236,"Lincoln Trail Area Development District (East) PUMA, KY",2007399319.0,40630.14475931408,"Directors, religious activities & education"
1873,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA, TX",2006136184.0,41094.28411961667,Computer support specialists
1410,"Modesto City (West) PUMA, CA",2004645454.0,39393.8431587783,Computer programmers
485,"Concourse, Highbridge & Mount Eden PUMA, NY",2003886335.0,35173.35862440234,Electronic home entertainment equipment installers & repairers
531,"Daviess & Hancock Counties PUMA, KY",2002372155.0,41358.029179513185,"Transportation, storage, & distribution managers"
119,"Baton Rouge Metropolitan Area (West) PUMA, LA",2001501539.0,41196.867431440674,Cooks
617,"East Central Kansas PUMA, KS",2001090782.0,40290.16205313888,Registered nurses
421,"Cleveland City (East) & Bratenahl Village PUMA, OH",2001025106.0,39848.15495436072,Skincare specialists
1093,"Kankakee County PUMA, IL",2000950657.0,41505.11056872229,Firstline supervisors of food preparation & serving workers
1008,"Ingham County (Northwest) PUMA, MI",2000664732.0,41571.45114470233,Medical & health services managers
1577,"Ogden (Southeast) & South Ogden Cities PUMA, UT",1999997266.0,41750.17387534931,Crane & tower operators
666,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA, ID",1998962889.0,40527.43925942587,Exercise trainers and group fitness instructors
1440,"Mount Holly City PUMA, NC",1997010165.0,41208.19463461315,"Television, video, & motion picture camera operators & editors"
2295,"West Mifflin Borough, McKeesport City & Munhall Borough PUMA, PA",1996497287.0,43646.503046273545,"Laborers & freight, stock, & material movers, hand"
1476,"New Castle City PUMA, PA",1994434594.0,41504.45751322472,Firstline supervisors of housekeeping & janitorial workers
183,"Birmingham City (East) PUMA, AL",1994319654.0,43856.09195886469,"Production, planning, & expediting clerks"
145,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA, CA",1992135454.0,35300.899972064,"Personal care & service workers, all other "
1083,"Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA, MS",1990393396.0,41408.72838035689,Medical assistants
2192,"Tulsa (North) & Owasso Cities PUMA, OK",1990203779.0,39590.06103220402,Insurance sales agents
1532,"Northeast Louisiana PUMA, LA",1989849651.0,41085.23593856889,Construction laborers
1694,"Philadelphia City (West) PUMA, PA",1989801416.0,43375.409406708575,Massage therapists
1560,"Oak Ridge (East) & Clinton Cities PUMA, TN",1983929513.0,42650.505535605,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
1653,"Pasadena City (North & Central)Inside Beltway TX-8 PUMA, TX",1979907348.0,38727.6970310498,Preschool & kindergarten teachers
286,"Camden & Gloucester Cities PUMA, NJ",1979345503.0,39158.10273367821,Training & development specialists
1249,"Livingston & Wyoming Counties PUMA, NY",1979146556.0,40346.884531084186,Interpreters and translators
587,"Dougherty & Lee Counties PUMA, GA",1978374303.0,44943.681742629065,Clergy
2301,"West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA, UT",1976812078.0,40422.28164538883,Marketing managers
653,"El Paso City (North) PUMA, TX",1975903595.0,41238.03717808835,Firstline supervisors of housekeeping & janitorial workers
2033,"Southwest Nebraska PUMA, NE",1975037947.0,41305.31097436634,Sewing machine operators
765,"Fulton & Montgomery Counties PUMA, NY",1968533599.0,44278.755143687136,Administrative services managers
415,"Clayton County (South) PUMA, GA",1966502490.0,39892.63489226909,Animal trainers
1571,"Ocala City PUMA, FL",1966492756.0,42511.278870985196,"Bus drivers, transit and intercity"
669,"Enid City PUMA, OK",1966271993.0,43700.39603715637,Firstline supervisors of retail sales workers
31,"Allentown City PUMA, PA",1965708835.0,36457.137166711946,Tax preparers
1072,"Jefferson, Jennings, Decatur & Scott Counties PUMA, IN",1964716725.0,41273.33104356874,Acupuncturists
1021,"Inside Loop I-820 PUMA, TX",1963847492.0,40541.52247903703,Accountants & auditors
18,"Albuquerque City (Near Northeast Heights) PUMA, NM",1961997168.0,45451.82509566433,"Claims adjusters, appraisers, examiners, & investigators"
846,"Greater North Miami Beach City (West) PUMA, FL",1960446677.0,42355.74492338424,Surgical technologists
713,"Flagler & Volusia (North Central) Counties PUMA, FL",1959232863.0,46119.7688776124,Roofers
711,"Fayetteville City (West) PUMA, NC",1958591386.0,41956.73737254352,Painters & paperhangers
1645,"Panhandle & Northwest Oklahoma PUMA, OK",1954972785.0,40618.49765441214,"Social workers, all other"
2068,"St. Lawrence County PUMA, NY",1954788984.0,41888.57773932614,Construction managers
2112,"Sunnyside & Grandview Cities PUMA, WA",1951428905.0,39627.31615453386,Rehabilitation counselors
906,"Hartford Town PUMA, CT",1951400367.0,41429.92667402786,"Models, demonstrators, & product promoters"
2230,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA, AL",1949124647.0,42043.767991273635,Construction equipment operators
785,"Gary City & Griffith Town PUMA, IN",1948548796.0,37674.01911879002,Human resources workers
2044,"Spring Valley, Suffern Villages & Monsey PUMA, NY",1946480967.0,41370.215051394414,"Miscellaneous production workers, including semiconductor processors"
321,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA, OK",1946154028.0,39813.854536788414,Rehabilitation counselors
1546,"Northwest Kansas PUMA, KS",1942954524.0,41113.656220605386,"Maintenance workers, machinery"
247,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA, MN",1940259869.0,41725.94109465907,"Bus drivers, transit and intercity"
391,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA, AL",1936056427.0,40728.24716079782,Firstline supervisors of fire fighting & prevention workers
1354,"Mesa City (South Central) PUMA, AZ",1934906408.0,41948.34316197961,Tool & die makers
1317,"Maryvale (West) PUMA, AZ",1934358105.0,35184.108075132186,Postal service mail carriers
474,"Columbus City (West) PUMA, OH",1932888974.0,41136.16324972727,Carpenters
969,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA, TX",1931384226.0,38773.521932525175,"Butchers & other meat, poultry, & fish processing workers"
851,"Greater Yakima City PUMA, WA",1931293204.0,40474.852235288985,Miscellaneous health technologists & technicians
863,"Greensboro City (South) PUMA, NC",1930060674.0,41455.52862873704,"Miscellaneous first-line supervisors, protective service workers"
404,"Clallam & Jefferson Counties PUMA, WA",1929227146.0,41296.99442119742,Bartenders
279,"Caldwell & Alexander Counties PUMA, NC",1929151738.0,42093.74722376675,"Claims adjusters, appraisers, examiners, & investigators"
2027,"Southern Georgia Regional Commission (West) PUMA, GA",1928892375.0,41371.922783325324,Tool & die makers
2257,"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties PUMA, OK",1928649904.0,42625.83888797323,"Electrical, electronics, & electromechanical assemblers"
29,"Allen County PUMA, OH",1928168798.0,39647.03720287456,Insurance underwriters
650,"El Monte & South El Monte Cities PUMA, CA",1927943262.0,38857.96816493284,Waiters & waitresses
2322,"Whitfield County PUMA, GA",1927777223.0,42525.24747352982,Human resources workers
2262,"Waterbury Town PUMA, CT",1926706193.0,42102.77437376088,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
2147,"Terre Haute City PUMA, IN",1925812604.0,41667.561287415265,Licensed practical & licensed vocational nurses
1158,"LaPorte County PUMA, IN",1924464873.0,42051.4802159281,Structural iron & steel workers
996,"Hutchinson City PUMA, KS",1923764810.0,40989.646464377045,Marketing managers
1147,"LA City (South Central/Watts) PUMA, CA",1920653583.0,33915.928829563745,Firstline supervisors of construction trades & extraction workers
454,"Colton, Loma Linda & Grand Terrace Cities PUMA, CA",1919682996.0,41935.87628142685,Reservation & transportation ticket agents & travel clerks
477,"Colusa, Glenn, Tehama & Trinity Counties PUMA, CA",1918194122.0,41387.46554665042,"Drywall installers, ceiling tile installers, & tapers"
2274,"Wayne County PUMA, NC",1916133087.0,40969.92842703498,Miscellaneous plant & system operators
1446,"Muncie City PUMA, IN",1913728210.0,40505.106461415744,Nurse anesthetists
1351,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA, CO",1910811767.0,44973.617265812136,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
2189,"Tucson City (Southeast) PUMA, AZ",1910050147.0,43915.47548874534,Counter & rental clerks
1739,"Pope, Johnson, Yell, Conway & Perry Counties PUMA, AR",1908470373.0,41126.621939481185,Retail salespersons
115,"Bartow County PUMA, GA",1908275956.0,42618.42130399016,Transportation security screeners
924,"Henderson & Anderson Counties PUMA, TX",1905558848.0,41281.03981507185,"Dispatchers, except police, fire, and ambulance"
422,"Cleveland City (West) PUMA, OH",1904628742.0,40875.71035922786,Tour & travel guides
2240,"Warren & Niles Cities PUMA, OH",1903779562.0,40971.9305705091,"Firstline supervisors of mechanics, installers, & repairers"
782,"Garland City (South) PUMA, TX",1901169861.0,41050.7918475458,"Purchasing agents, except wholesale, retail, & farm products"
1190,"Lane County (Outside Eugene & Springfield Cities) PUMA, OR",1900706928.0,43796.55463577008,Ship & boat captains & operators
1860,"Salem (North), Keizer Cities & Hayesville PUMA, OR",1900184007.0,40716.6982292164,Lodging managers
1789,"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties PUMA, WV",1899596410.0,41447.77404743709,Sheet metal workers
137,"Bedford Park, Fordham North & Norwood PUMA, NY",1898744605.0,37786.55357888036,Other entertainment attendants and related workers
1507,"North Central & Northwest Nebraska PUMA, NE",1897673437.0,41237.18716273322,Payroll & timekeeping clerks
1702,"Phoenix City (South) PUMA, AZ",1894670136.0,39900.878380352726,Firefighters
1767,"Putnam, Boone & Lincoln Counties PUMA, WV",1892897882.0,45261.189376985036,Postal service mail carriers
1275,"Lowndes CountyValdosta City PUMA, GA",1890141489.0,41041.49377091807,Police officers
2075,"St. Louis County (Northeast) PUMA, MO",1883624441.0,40301.61883953369,Natural sciences managers
260,"Buffalo Trace & Gateway Area Development Districts PUMA, KY",1881921085.0,41871.25745524814,Chief executives & legislators
402,"Citrus County PUMA, FL",1879716827.0,42881.840297235685,Cooks
693,"FIVCO Area Development District PUMA, KY",1879664458.0,43229.17629462632,Postal service mail carriers
1992,"South & West Albemarle Sound & Northern Outer Banks Regions PUMA, NC",1877290469.0,40804.852077126,Construction laborers
215,"Bradford, Tioga & Sullivan Counties PUMA, PA",1874581121.0,42559.544288837045,Bus & truck mechanics & diesel engine specialists
2073,"St. Louis County (Inner Ring North) PUMA, MO",1874090273.0,44490.48138461906,Lodging managers
868,"Greenwood, Abbeville & McCormick Counties PUMA, SC",1871810241.0,40315.424100304015,Animal control workers
2092,"Stephenson & Ogle Counties PUMA, IL",1869578860.0,39990.63929928348,Tax preparers
2029,"Southwest Alabama PUMA, AL",1869024255.0,39840.372355092695,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
631,"East of TX-6 & West of Beltway TX-8 PUMA, TX (79500US4804638)",1865491629.0,39683.440433899195,Massage therapists
634,"Eastern Plains Region PUMA, CO",1865175002.0,41356.49681284212,"Healthcare support workers, all other, including medical equipment preparers"
1805,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA, TN",1863997043.0,40381.57562423894,Firstline supervisors of production & operating workers
1310,"Marion County (South Central) PUMA, FL",1863409308.0,40716.68950816916,"Hotel, motel, & resort desk clerks"
2351,"Wood, Pleasants & Wirt Counties PUMA, WV",1862733712.0,44533.27161397294,"Other engineering technologists and technicians, except drafters"
1276,"Lubbock CountyLubbock City (Central) PUMA, TX",1862389183.0,40645.62367501984,Security guards & gaming surveillance officers
1206,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA, MO",1861874989.0,39833.3443003253,Medical & health services managers
453,"Colquitt, Thomas & Worth Counties PUMA, GA",1860729748.0,41764.820447433885,Receptionists & information clerks
1869,"Salt Lake City (West), West Valley City (West) & Magna PUMA, UT",1860441218.0,41115.8482604679,Training & development specialists
1363,"Miami City (West) PUMA, FL",1860370149.0,42170.77901219638,"Medical, dental, & ophthalmic laboratory technicians"
139,"Bedford, Garfield Heights & Maple Heights Cities PUMA, OH",1857071830.0,39954.255576441785,Barbers
401,"Cincinnati City (West) PUMA, OH",1851816404.0,41692.64587554885,Firstline supervisors of food preparation & serving workers
1669,"Pennyrile Area Development District (South) PUMA, KY",1851741489.0,42228.979761086994,Chiropractors
2186,"Tucson City (Northeast) PUMA, AZ",1849396593.0,43404.31351751603,Firstline supervisors of retail sales workers
2046,"Springfield City (North) PUMA, MO",1849244349.0,41105.65788946372,Driver/sales workers & truck drivers
1265,"Los Banos & Livingston Cities PUMA, CA",1847866374.0,36447.89538285174,Personal care aides
710,"Fayetteville City (Central & East) PUMA, NC",1845198309.0,41760.26683687391,Electricians
963,"Holmes, Guernsey & Coshocton Counties PUMA, OH",1844552321.0,38317.9747548693,Electrical powerline installers & repairers
2210,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA, NM",1840891485.0,44911.213124295966,Public safety telecommunicators
913,"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, GA",1839897215.0,39831.498141828015,Payroll & timekeeping clerks
250,"Brownsville City (North) PUMA, TX",1838585709.0,40568.92694943184,Locomotive engineers & operators
1995,"South Central Iowa PUMA, IA",1838139114.0,39012.4409763801,Electricians
2013,"South of I-30 & West of I-635 PUMA, TX",1837232307.0,37506.610474180015,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
912,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA, NC",1833630307.0,42354.43597033484,"Bookkeeping, accounting, & auditing clerks"
1063,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA, IN",1832708932.0,39876.514496786425,Dentists
1491,"Newaygo, Mason, Oceana & Lake Counties PUMA, MI",1828914808.0,41052.46858257414,Cashiers
899,"Harlingen & San Benito Cities PUMA, TX",1828823769.0,42175.11581915443,Firstline supervisors of nonretail sales workers
1347,"Mercer County PUMA, PA",1826982703.0,41870.95487495123,Firstline supervisors of production & operating workers
1015,"Inside Beltway TX-8 PUMA, TX",1824553720.0,39195.453009838304,Cost estimators
1467,"Navajo & Apache Counties PUMA, AZ",1819769833.0,40742.67857867775,Detectives & criminal investigators
2276,"Wayne, Fayette, Rush & Union Counties PUMA, IN",1818308522.0,42022.02703902461,"Crushing, grinding, polishing, mixing, & blending workers"
178,"Big Sandy Area Development District PUMA, KY",1817739957.0,42960.920863601496,Couriers & messengers
855,"Green River Area Development District (Southwest) PUMA, KY",1812297450.0,41554.18103734936,Physical therapist assistants & aides
2328,"Wichita City (Central) PUMA, KS",1809900577.0,38614.07058424453,Market research analysts & marketing specialists
1880,"San Bernardino City (East) PUMA, CA",1806235001.0,39440.46477434058,Mechanical engineers
9,"Akron City (East) PUMA, OH",1805930309.0,40555.86091270142,Human resources managers
376,"Chenango, Delaware & Broome (East) Counties PUMA, NY",1804848889.0,40445.594946224075,"Opticians, dispensing"
407,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA, IL",1804290977.0,40318.3187401798,Dining room and cafeteria attendants and bartender helpers
507,"Cumberland City PUMA, MD",1802750251.0,41874.35843374867,"Crushing, grinding, polishing, mixing, & blending workers"
506,"Cullman & Winston Counties PUMA, AL",1802742268.0,40836.707551466,Sewing machine operators
1658,"Pasco County (West Central) PUMA, FL",1801862689.0,41758.12900725543,Other teachers and instructors
1656,"Pasco County (Gulf Coast) PUMA, FL",1800528879.0,41926.405710895495,Special education teachers
990,"Hunts Point, Longwood & Melrose PUMA, NY",1799766340.0,35551.947495521745,"Laborers & freight, stock, & material movers, hand"
1437,"Morris Heights, Fordham South & Mount Hope PUMA, NY",1799392928.0,37489.59450527775,Other designers
500,"Craven County PUMA, NC",1797553552.0,45053.46996722102,Bakers
1683,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA, MO",1795493525.0,41886.81629729341,Veterinary technologists and technicians
1207,"Lawton City PUMA, OK",1794007389.0,43424.31645419443,"Property, real estate, & community association managers"
1028,"Irving (South) & Grand Prairie (North) Cities PUMA, TX",1787980386.0,39033.4325043796,"Computer occupations, all other"
1039,"Jackson City (East & Central) PUMA, MS",1786217364.0,45796.60333496226,Agricultural and food science technicians
794,"Georgetown, Marion & Dillon Counties PUMA, SC",1783914790.0,41396.123175764566,Credit counselors & loan officers
2066,"St. Joseph & Branch Counties PUMA, MI",1778981547.0,39802.15705523941,Human resources managers
413,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA, IN",1778967183.0,41060.45210794101,Pest control workers
947,"Highlands (Northwest), DeSoto & Hardee Counties PUMA, FL",1777093797.0,41581.433979881964,Pipelayers
1199,"Lauderdale, Newton & Clarke CountiesMeridian City PUMA, MS",1773884869.0,42452.41144918523,Industrial production managers
2012,"South of I-30 & East of I-35E PUMA, TX",1773187956.0,37199.93398111043,"Maintenance & repair workers, general"
2164,"Toledo City (East) PUMA, OH",1768359541.0,36925.8761771778,Firstline supervisors of food preparation & serving workers
1761,"Provo City PUMA, UT",1762992850.0,42261.5279961407,"Library assistants, clerical"
891,"Hammond & East Chicago Cities PUMA, IN",1760861485.0,39457.00402013019,Other entertainment attendants and related workers
808,"Glendale City (South) PUMA, AZ",1757966781.0,40184.12391320741,Surveying & mapping technicians
73,"Athens, Gallia & Meigs Counties PUMA, OH",1755589277.0,40379.87326123497,Court reporters and simultaneous captioners
2249,"Washington (South) & Greene Counties PUMA, PA",1754227660.0,39946.62659810995,Millwrights
567,"Des Moines, Lee, Henry & Louisa Counties PUMA, IA",1754184409.0,41015.86557298238,Electrical & electronics engineers
2323,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA, WA",1753449007.0,41864.09070173482,Logisticians
1556,"Nueces County (Central)Corpus Christi City (North Central) PUMA, TX",1751388050.0,40725.28600014347,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
571,"Detroit City (Northwest) PUMA, MI",1746149050.0,39099.80247380871,"Miscellaneous engineers, including nuclear engineers"
1115,"Kershaw, Richland (South) & Calhoun Counties PUMA, SC",1744996440.0,42715.948546082,Cashiers
2031,"Southwest Georgia Regional Commission (West & Central) PUMA, GA",1744680153.0,39527.48815094398,Laundry & drycleaning workers
1844,"Ross & Fayette Counties PUMA, OH",1743975034.0,43387.41880485086,Machine feeders & offbearers
1120,"Kisatchie Delta Regional Planning & Development District 1 PUMA, LA",1741695847.0,41147.21814934626,"Sales representatives of services, except advertising, insurance, financial services, and travel"
939,"Hialeah City (North Central) PUMA, FL",1738327182.0,38190.99724724081,Firstline supervisors of construction trades & extraction workers
1521,"North of I-20 & West of I-35E PUMA, TX",1737511649.0,37996.26684094616,Postal service mail carriers
1685,"Philadelphia City (Central) PUMA, PA",1737317240.0,37639.04268358979,Medical records specialists
643,"Edinburg City PUMA, TX",1735967839.0,40559.30101929576,School bus monitors
1470,"Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA, MS",1734312591.0,41319.33170277449,Chefs & head cooks
757,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA, CO",1730286203.0,40942.22862103695,"Packers & packagers, hand"
2321,"White, Jackson, Prairie & Woodruff Counties PUMA, AR",1730252250.0,40600.806348820144,Compliance officers
345,"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, GA",1726520140.0,41782.71665077377,Music directors and composers
569,"Detroit City (North Central) PUMA, MI",1724312755.0,40678.12264735793,Materials engineers
1161,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA, MO",1724294314.0,40193.209362455564,Automotive service technicians & mechanics
1551,"Northwest Missouri PUMA, MO",1721037941.0,39991.04869834805,Firstline supervisors of production & operating workers
725,"Fontana City (East) PUMA, CA",1719505337.0,36804.94141685496,Small engine mechanics
1037,"Jackson (South), Macon, Cherokee & Clay Counties PUMA, NC",1717596229.0,40474.42138596501,Biological scientists
463,"Columbiana County PUMA, OH",1715337272.0,41688.375243354094,"Shipping, receiving, & traffic clerks"
1647,"Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA, MS",1714703348.0,41936.512120792526,Clergy
20,"Albuquerque City (Southeast Heights) PUMA, NM",1713291413.0,42514.568821186964,Human resources workers
1048,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties PUMA, WV",1711162378.0,41025.84908654088,Special education teachers
589,"Douglas County PUMA, OR",1710198652.0,38949.758964611436,Paralegals & legal assistants
934,"Henry, Randolph, Jay & Blackford Counties PUMA, IN",1710107969.0,39994.89670769192,Insurance claims & policy processing clerks
79,"Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA, IL",1705087742.0,38084.313777145355,Pharmacists
1223,"Lewiston City & Nez Perce Reservation PUMA, ID",1704785607.0,40317.46295846285,Computer support specialists
2035,"Southwest Oklahoma PUMA, OK",1703291888.0,40128.51926159397,"Woodworking machine setters, operators, & tenders, except sawing"
948,"Highlands (South & East), Okeechobee, Hendry & Glades Counties PUMA, FL",1702640725.0,40104.04326297217,"Plumbers, pipefitters, and steamfitters"
2256,"Washington, Morgan, Noble & Monroe Counties PUMA, OH",1701692621.0,40865.13475713936,Firstline supervisors of production & operating workers
1366,"Miami Springs City & Miami International Airport PUMA, FL",1700511593.0,40988.19080399002,Supervisors of transportation & material moving workers
964,"Homestead City (North) & Florida City (North) PUMA, FL",1691307854.0,38064.50583740877,"Maintenance & repair workers, general"
655,"El Paso City (Southeast) PUMA, TX",1688771829.0,38999.69607858695,Janitors & building cleaners
705,"Farmington, Bloomfield & Aztec Cities PUMA, NM",1686698206.0,43874.79671214595,"Miscellaneous agricultural workers, including animal breeders"
928,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA, TN",1684748166.0,40820.992822724,"Postal service mail sorters, processors, & processing machine operators"
535,"DeKalb & Jackson Counties PUMA, AL",1684468136.0,42474.26122277444,Food service managers
481,"Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA, TX",1684096630.0,41261.26454776751,"Plumbers, pipefitters, and steamfitters"
1871,"Sampson & Duplin Counties PUMA, NC",1683706285.0,40130.13359228366,Property appraisers and assessors
1336,"Memphis (North) & Bartlett (Southwest) Cities PUMA, TN",1682387764.0,38430.529892218896,Aircraft mechanics & service technicians
2178,"Troup, Meriwether & Heard Counties PUMA, GA",1680892211.0,42636.77143170555,Landscaping and groundskeeping workers
623,"East Los Angeles PUMA, CA",1679977528.0,35252.50948979969,Paramedics
1681,"Pharr, San Juan & Hidalgo Cities PUMA, TX",1679375154.0,36903.792135260424,Paramedics
1003,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties PUMA, AR",1679219616.0,41981.50214706638,"Farmers, ranchers, & other agricultural managers"
2187,"Tucson City (Northwest) PUMA, AZ",1678596894.0,42145.26426554851,Firstline supervisors of nonretail sales workers
1617,"Oroville City & Paradise Town PUMA, CA",1670508297.0,37397.09910187114,"Tax examiners & collectors, & revenue agents"
590,"Douglas, Edgar, Coles & Cumberland Counties PUMA, IL",1669014526.0,39468.19645550241,Postsecondary teachers
685,"Etowah County PUMA, AL",1668471254.0,42220.26159766339,"Hotel, motel, & resort desk clerks"
71,"Ashtabula County PUMA, OH",1657432029.0,40963.92572364343,Public relations specialists
668,"Emporia City PUMA, KS",1654867910.0,40851.8610617794,Residential advisors
