Location,Total salary,Average salary,occupation_name
"Cambridge City PUMA, MA",5391726111.0,48908.9298388762,"Meeting, convention, & event planners"
"Medina County PUMA, OH",5389064682.0,43937.5055625584,"Computer, automated teller, & office machine repairers"
"Morris County (West) PUMA, NJ",5382916767.0,48748.86017858042,Merchandise displayers and window trimmers
"Seaside, Monterey, Marina & Pacific Grove Cities PUMA, CA",5376992968.0,44631.553430572756,Childcare workers
"Centennial (West & Central) & Greenwood Village Cities PUMA, CO",5376923190.0,50127.1239657118,Graphic designers
"Phoenixville Borough PUMA, PA",5373730929.0,48755.43492772207,Police officers
"Rancho Santa Margarita City (East) & Ladera Ranch PUMA, CA",5369529230.0,49572.31396012913,"Drywall installers, ceiling tile installers, & tapers"
"Smithtown Town PUMA, NY",5364744554.0,47554.046578549,"Mail clerks & mail machine operators, except postal service"
"Anaheim City (East) PUMA, CA",5363155154.0,44814.291032518115,"Architects, except landscape and naval"
"Plymouth, Maple Grove (West) & Medicine Lake Cities PUMA, MN",5363133063.0,49536.870606621145,Barbers
"Cary Town PUMA, NC",5360527681.0,47903.42523413643,Clergy
"Rochester City PUMA, MN",5354459299.0,45455.55715754383,Packaging & filling machine operators & tenders
"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA, WV",5345177133.0,45461.984141734225,Real estate brokers & sales agents
"Lakeville, Hastings, Rosemount & Farmington Cities PUMA, MN",5334431428.0,47098.29006969483,"Inspectors, testers, sorters, samplers, & weighers"
"Coatesville City PUMA, PA",5333840230.0,46413.67262660207,Insurance sales agents
"Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA, AZ",5325496597.0,49467.33609809794,Supervisors of personal care and service workers
"Long Beach City (East) PUMA, CA",5318187536.0,44689.82618936595,Veterinary technologists and technicians
"Macomb County (Central) PUMA, MI",5317471987.0,46371.03605450645,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Orland (West & Central), Palos & Lemont Townships PUMA, IL",5316415709.0,46498.6958294505,Market research analysts & marketing specialists
"Little Rock City PUMA, AR",5312880943.0,45168.05535143123,Merchandise displayers and window trimmers
"Tulsa (Southeast) & Broken Arrow (West) Cities PUMA, OK",5311879563.0,44603.07601330584,"Securities, commodities, & financial services sales agents"
"Waukesha County (East) PUMA, WI",5302189037.0,47665.66187148789,"Pressers, textile, garment, & related materials"
"District of Columbia (Northeast) PUMA, DC",5290752110.0,48004.48658507978,"Miscellaneous life, physical, & social science technicians, including social science research assistants"
"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804613)",5289235659.0,50611.45176429105,Other financial clerks
"Linton Hall & Gainesville PUMA, VA",5279318447.0,47838.428558922715,Library technicians
"Fullerton & Placentia Cities PUMA, CA",5276225476.0,46401.08175132102,Sales managers
"Chinatown & Lower East Side PUMA, NY",5272830430.0,44649.15414830252,"Miscellaneous first-line supervisors, protective service workers"
"Champlin, Rogers Cities & Lake Minnetonka PUMA, MN",5271169467.0,47281.15416431959,Pharmacists
"Rancho Cucamonga City PUMA, CA",5267970511.0,45353.29949836822,Construction equipment operators
"Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA, NJ",5267693294.0,44915.290244486314,Machinists
"LA City (East Central/Hollywood) PUMA, CA",5267195561.0,41615.48777668987,"Dispatchers, except police, fire, and ambulance"
"Oregon City, Milwaukie & Happy Valley Cities PUMA, OR",5262635997.0,45146.309920627806,Management analysts
"Flushing, Murray Hill & Whitestone PUMA, NY",5257532905.0,44148.83346639084,Automotive service technicians & mechanics
"Mount Pleasant Town PUMA, SC",5256928382.0,47438.896165122715,Podiatrists
"Farragut Town PUMA, TN",5226978170.0,48875.33662728744,Firstline supervisors of construction trades & extraction workers
"Hartford County (North) PUMA, CT",5222024491.0,46358.6547168624,"Sales representatives, wholesale & manufacturing"
"Shoreline, Kenmore & Bothell (South) Cities PUMA, WA",5211584071.0,46972.73460788065,Correspondence clerks & order clerks
"District of Columbia (North) PUMA, DC",5208657877.0,46462.87582754291,Chemical technicians
"Algonquin, McHenry & Nunda Townships PUMA, IL",5207685768.0,44725.98804638546,"Meeting, convention, & event planners"
"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA, OH",5203250753.0,50443.99640036234,"Secretaries and administrative assistants, except legal, medical, and executive"
"Bakersfield City (West) PUMA, CA",5201657672.0,44651.97101894763,Dental assistants
"Tulsa City (Central) PUMA, OK",5199978180.0,43619.50014494809,"Sales representatives of services, except advertising, insurance, financial services, and travel"
"McKinney City PUMA, TX",5199737683.0,47536.9314507058,Construction laborers
"Middletown Town, Bear & Glasgow PUMA, DE",5189419561.0,46677.992053823386,Stockers and order fillers
"Skagit, Island & San Juan Counties PUMA, WA",5188454760.0,44444.20449300159,Data entry keyers
"Queens Village, Cambria Heights & Rosedale PUMA, NY",5183943331.0,43175.31460138878,"Secretaries and administrative assistants, except legal, medical, and executive"
"Ridgewood, Glendale & Middle Village PUMA, NY",5180111358.0,43708.21427306869,"Welding, soldering, & brazing workers"
"Pittsburgh City (North) PUMA, PA",5178770357.0,46189.4512411205,Dishwashers
"Wheaton, Aspen Hill & Glenmont PUMA, MD",5164577237.0,45682.93209276224,"Wholesale & retail buyers, except farm products"
"Gilbert (South) & Queen Creek Towns PUMA, AZ",5158521545.0,48243.79331195467,Web developers
"South San Francisco, San Bruno & Brisbane Cities PUMA, CA",5151312098.0,46247.651118424445,Heavy vehicle & mobile equipment service technicians & mechanics
"Hays County PUMA, TX",5149158603.0,43964.00464815242,Firstline supervisors of office & administrative support workers
"Bellingham City PUMA, WA",5144968190.0,42804.66469288612,Cashiers
"Oakland County (Northeast) PUMA, MI",5131997683.0,47584.92455185639,"Medical, dental, & ophthalmic laboratory technicians"
"Indian Trail & Stallings Towns PUMA, NC",5129562100.0,46116.79217470851,Education administrators
"Logan Square, Avondale & Hermosa PUMA, IL",5121645347.0,45497.125294351674,Physicians
"Jamaica, Hollis & St. Albans PUMA, NY",5121163668.0,42575.11625138989,Editors
"Eden Prairie & Minnetonka Cities PUMA, MN",5120789831.0,49907.66375155379,Police officers
"Coral Springs & Parkland Cities PUMA, FL",5111946876.0,46718.638308006484,Bus & truck mechanics & diesel engine specialists
"Bellevue City PUMA, NE",5109264352.0,45095.111857081996,Firstline supervisors of retail sales workers
"Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA, TX",5103540634.0,46340.57778742238,"Bus drivers, transit and intercity"
"Henderson (East) & Boulder Cities PUMA, NV",5100666183.0,44392.71382340099,Postal service clerks
"Avon, Avon Lake & North Ridgeville Cities PUMA, OH",5097026767.0,44286.96241949877,Psychiatric technicians
"Washington County PUMA, AR",5094714192.0,43773.901053262285,Electrical powerline installers & repairers
"Outagamie County PUMA, WI",5093596533.0,43708.93993624969,"Computer occupations, all other"
"LA City (Northwest/Chatsworth & Porter Ranch) PUMA, CA",5079906119.0,44263.652468636006,"Miscellaneous office & administrative support workers, including desktop publishers"
"La Plata Town & Waldorf PUMA, MD",5079473249.0,47212.42552353172,Pipelayers
"Canarsie & Flatlands PUMA, NY",5076746557.0,44598.33802050845,Property appraisers and assessors
"Davis, Woodland & West Sacramento Cities PUMA, CA",5075595385.0,44371.787043510376,"Farmers, ranchers, & other agricultural managers"
"Woodlawn, Rose Hill & Mount Vernon PUMA, VA",5067726352.0,46418.19573545788,Clinical and counseling psychologists
"Oakland County (Southwest) PUMA, MI",5061406671.0,48176.05182863629,"Miscellaneous production workers, including semiconductor processors"
"Ankeny & Altoona Cities PUMA, IA",5049408806.0,44061.595248119076,"Miscellaneous life, physical, & social science technicians, including social science research assistants"
"Dorchester & South Boston PUMA, MA",5046642125.0,46342.2938905765,Social & human service assistants
"Glassboro Borough PUMA, NJ",5037925552.0,45016.63122687325,Landscape architects
"St. Louis City (South) PUMA, MO",5024755399.0,45804.23276410002,Architectural & engineering managers
"Tottenville, Great Kills & Annadale PUMA, NY",5021209380.0,45315.29464774163,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Denver City (Northwest) PUMA, CO",5018421586.0,47888.04846828215,"Computer occupations, all other"
"LA City (Northwest/Encino & Tarzana) PUMA, CA",5017703370.0,43392.58052427101,"Miscellaneous agricultural workers, including animal breeders"
"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA, AK",5017037037.0,43077.9804403003,Speechlanguage pathologists
"Berkeley & Albany Cities PUMA, CA",5009377338.0,46440.55017438436,"Models, demonstrators, & product promoters"
"Collin County (East) PUMA, TX",5007648628.0,45650.247644364645,Customer service representatives
"Williamson County (West)Cedar Park & Leander Cities PUMA, TX",4998684850.0,45955.15148027603,Computer support specialists
"Hendricks County PUMA, IN",4995067509.0,44947.50964453298,"Shipping, receiving, & traffic clerks"
"Amesbury Town City PUMA, MA",4994321877.0,46731.21616882042,"Computer occupations, all other"
"Cicero, Berwyn & Oak Park Townships PUMA, IL",4991690317.0,44530.96501515417,Transportation security screeners
"Tolland County PUMA, CT",4990720603.0,45546.15863549582,Food preparation workers
"Springfield City PUMA, IL",4973414746.0,45249.937806220165,"Bus drivers, transit and intercity"
"Tomball City & The Woodlands (Southwest) PUMA, TX",4964594510.0,49882.95394202978,Fast food and counter workers
"Somerset County (South) PUMA, NJ",4962831036.0,50560.23308077229,Firstline supervisors of construction trades & extraction workers
"Buena Park, Cypress & Seal Beach Cities PUMA, CA",4958918322.0,45525.14562642792,Refuse & recyclable material collectors
"Monroe County (South) PUMA, NY",4956682525.0,46411.20322380082,"Miscellaneous engineers, including nuclear engineers"
"Willow Grove, Horsham & Montgomeryville PUMA, PA",4956300789.0,45634.69930764457,Network and computer systems administrators
"Carlsbad City PUMA, CA",4953017533.0,47306.34310774102,Computer systems analysts
"Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA, OR",4952549725.0,48631.69717785509,Furniture finishers
"Centreville (North & West) & Chantilly (South & West) PUMA, VA",4950595720.0,45992.32794190693,Photographers
"St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA, IL",4941605430.0,46445.48376355646,Stockers and order fillers
"Concord (West), Martinez & Pleasant Hill Cities PUMA, CA",4939685017.0,44825.510512417844,Fence erectors
"Austin City (South) PUMA, TX",4934997216.0,45932.67861368089,Diagnostic medical sonographers
"Jacksonville City (Beaches) PUMA, FL",4932488656.0,46026.05745198875,"Other education, training, & library workers"
"Palatine & Barrington Townships PUMA, IL",4925950134.0,46029.05366528534,"Geological & petroleum technicians, & nuclear technicians"
"St. Paul City (West) PUMA, MN",4924255939.0,44451.15284512163,Human resources workers
"Fort Worth (Northwest) & Saginaw Cities PUMA, TX",4922610380.0,45888.43989166291,Cabinetmakers & bench carpenters
"Worcester County (East Central) PUMA, MA",4921094700.0,45408.69980877912,Substance abuse and behavioral disorder counselors
"Baltimore County (Outer) PUMA, MD",4920696621.0,48987.69438308894,Firefighters
"Lincoln Park Borough PUMA, NJ",4914334223.0,47620.72909369799,Probation officers & correctional treatment specialists
"Perrysburg, Sylvania & Maumee Cities PUMA, OH",4913614258.0,44562.815593314546,"Healthcare diagnosing or treating practitioners, all other"
"East Orange City PUMA, NJ",4902793388.0,43767.987528673955,Veterinary technologists and technicians
"St. Louis County (Inner Ring South) PUMA, MO",4902066605.0,45521.78941392577,Medical & health services managers
"Woodbury & Cottage Grove Cities PUMA, MN",4897887853.0,48495.639471330964,Other Physical Scientists
"Brazos CountyCollege Station & Bryan Cities PUMA, TX",4894160803.0,43329.320299641004,"Maintenance & repair workers, general"
"Sugar Land & Stafford Cities PUMA, TX",4890854998.0,49314.822993337715,Other Physical Scientists
"Las Vegas City (Southwest) PUMA, NV",4887701556.0,44662.43990018648,Marketing managers
"Worcester County (South) PUMA, MA",4881059554.0,44685.42862131384,"Counselors, all other"
"Norfolk City (Northeast) PUMA, VA",4879176921.0,44197.17495815632,Other Sales Workers
"Plantation & Sunrise Cities PUMA, FL",4878500149.0,44520.41885907556,Tree trimmers and pruners
"Hillsborough County (Central) PUMA, FL",4874917542.0,44107.02003142748,Elevator installers & repairers
"Hillsborough County (North Central) PUMA, FL",4873611929.0,45262.27338022509,"Miscellaneous extraction workers, including roof bolters & helpers"
"Ramsey, Oakland & Franklin Lakes Boroughs PUMA, NJ",4873103825.0,47122.338127525436,Carpenters
"LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA, CA",4869560711.0,42047.68047837823,Postal service mail carriers
"Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA, MA",4869326218.0,44613.17528110138,Sales managers
"Takoma Park City & Silver Spring PUMA, MD",4862800318.0,46209.239404767744,Other designers
"Naperville & Winfield (South) Townships PUMA, IL",4859280912.0,46155.57404254596,Personal care aides
"Roseville City PUMA, CA",4856378516.0,46791.26530815037,"Laborers & freight, stock, & material movers, hand"
"LA City (Mount Washington, Highland Park & Glassell Park) PUMA, CA",4855391788.0,41176.80774656647,"Shipping, receiving, & traffic clerks"
"Scottsdale City (Southeast) & Fountain Hills Town PUMA, AZ",4855391407.0,48347.31333031103,Animal trainers
"Haddonfield Borough PUMA, NJ",4849753581.0,49121.47268781606,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers"
"Farmington & Southfield Area PUMA, MI",4844098797.0,45819.34548674357,"Miscellaneous office & administrative support workers, including desktop publishers"
"Kendall & Grundy Counties PUMA, IL",4842479041.0,44095.508028224365,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers"
"Daly City, Pacifica Cities & Colma Town PUMA, CA",4826863314.0,43288.17818195515,"Packers & packagers, hand"
"Omaha City (Southwest) PUMA, NE",4826227231.0,46261.120864090044,Industrial production managers
"Sussex County PUMA, NJ",4823102510.0,43103.65192194824,Special education teachers
